430	Guard Rush
431	Brave Heart
432	Miracle Edge
433	Force 3
	triggered skills ?
434	Biding Slice
435	Finishing Shot
436	Blazing Link
437	Freezing Link
438	Electric Link
439	Blitz Command
440	Echoing Slash
441	Bloodlust
442	Fire Prophecy
443	Ice Prophecy
444	Volt Prophecy
445	Ninpo: Caltrops
446	Warrior Might
447	Message Wait
448	Spirit Absorb
449	Execution
450	Cross Charge
451	Delayed Charge
452	Battle Instinct
453	Sagittarius Shot
454	Delayed Heal
455	Chase Heal
456	Deja Vu
457	1 Turn Heal
458	Clinch
459	Cross Counter
460	Upper Stance
461	Clear Stance
462	Swift Stance
463	Turning Tide
464	Shield Flare
465	Tactical Decree
466	Final Decree
467	Clearance
468	Endure Command
469	Heal After 1 Turn
470	Poison Damage
471	Formation Change
472	Swap
473	Defend
474	Escape
475	Items
476	Medica
477	Amrita
478	Hamao
479	Nectar
480	DUMMY
481	DUMMY
482	Soma
483	Theriaca α
484	Theriaca α All
485	Theriaca β
486	Theriaca β All
487	Formaldehyde
488	Laudanum
489	Unihorn
490	Bravant
491	Stonard
492	Fire Mist
493	Chill Mist
494	Spark Mist
495	Cut Mist
496	Bash Mist
497	Stab Mist
498	All Mist
499	Blaze Oil
500	Freeze Oil
501	Shock Oil
502	Axcela
503	DUMMY
504	DUMMY
505	EXP Up
506	Codex Register
507	DUMMY
508	DUMMY
509	DUMMY
510	Fire Talisman
511	Ice Talisman
512	Volt Talisman
513	Flame Talisman
514	Freeze Talisman
515	Shock Talisman
516	Blind Gas
517	Poison Gas
518	Nerve Gas
519	Confuse Gas
520	Curse Gas
521	Sleep Gas
522	Tangler: Head
523	Tangler: Arms
524	Tangler: Legs
525	DUMMY
526	DUMMY
527	HP&TP
528	Food Effect (HP)
529	Food Effect (TP)
530	Food Effect (Revive)
531	Food Effect (Damage)
532	DUMMY
533	DUMMY
534	DUMMY
535	DUMMY
536	Turn Vampire
	equip skills ?
537	HP Up
538	TP Up
539	STR Up
540	VIT Up
541	AGI Up
542	LUC Up
543	TEC Up
544	WIS Up
545	Vine Grab: Arm
546	Thumb Jab
547	Claw Sever
548	Harsh Buzz
549	Flame Rush
550	Volt Strike
551	Silver Thrust
552	Fake-Out Stab
553	Breaking Arrow
554	Death Pile
555	Whirlwind
556	Guard Dance
557	Volt Barrage
558	Hilt Strike
559	Torch Smash
560	Leaping Rush
561	Gale Flash
562	Mind Vigor
563	Sumu Kasi
564	Hanging
565	Infernal Barrier
566	Darkness Rend
567	Thunder Wall
568	Chaos Scream
569	Rage Fangs
570	Rending Claw
571	Phantom Swords
572	Immobilizing Cut
573	Venomous Stab
574	Snail Dance
575	Amateur Medic
576	Rest
577	Amateur Savior
578	Halloween
579	Chrono Gatling
580	Full Thrust
581	Glimmering Luck
582	Snow Windmill
583	Champion's Dignity
584	Destructive Tusk
585	Fieldwork
586	Malice Slash
587	Clairvoyant
588	Storytelling
589	Wide Spark
590	Foot Sweep
591	Analyze
592	Reverse Slash
593	Toxic Comet
594	Lick
595	Multi-Blast
596	Bloodthirsty Blade
597	Tri-Death
598	Calamity Cannon
599	Delta Block
600	Royal Veil
601	Protect Order
602	Element Bomb I
603	Element Bomb II
604	Front Command
605	Shot Command
606	Bind Rush
607	Miracle Edge
608	Spark Blade
609	Guard Rush
610	Clear Mind
611	War Heal
612	War Heal Line
613	Displace
614	Strange Seeds
615	Strength Slash
616	Guard Slash
617	Blade Barrage
618	Enchanted Eyes
619	Hurricane Punch
620	Feast
621	Ocean Rave
622	Pierce
623	DUMMY
624	Smoke Cannon
625	Sleep Tail
626	DUMMY
627	Bite
628	Boulder Toss
629	Deathbringer
630	DUMMY
631	Black Flash
632	Dragon Smash
633	Sonic Scream
634	Curse Strike
635	Barrage
636	Vertigo Slash
637	Hellish Pinwheel
638	Evil Cry
639	Limb Crusher
640	Hammerhead
641	Leg Zapper
642	Fear Glint
643	Calamity Arrows
644	Biting Flurry
645	Rend
646	Massacre Wave
647	Alluring Body
648	Vertigo Lash
649	Sticky Spit
650	Sky Dive
651	Devourer Needle
652	Coiling Vine
653	Queen's Verdict
654	Boomerang Hook
655	Frozen Fury
656	DUMMY
657	Cut Jar
658	Bash Jar
659	Stab Jar
660	DUMMY
661	Petrify Gas
662	Skill 296
663	Skill 297
664	Skill 298
665	Skill 299
666	Skill 29A
667	Vampire
	war magi skills
668	War Edge Master
669	War Heal
670	War Heal Line
671	Displace
672	Random Disease
673	Strength Slash
674	Guard Slash
675	Take
676	Status DEF Up
677	HP Up
678	Rouse
679	Artery
680	War Response
681	War Revive
682	Headcut
683	Armcut
684	Legcut
685	Phys ATK Up
686	Mind Drain
687	Epidemic
688	War Heal All
689	Barrier
690	Ailing Slash
691	War Edge Power
692	Fairy Robe
693	Force 3
	arcanist skills
694	Proficiency
695	Bracing Walk
696	Circle Boon
697	Curse Circle
698	Nerve Circle
699	Chain Circle
700	Snare Circle
701	Dismiss Heal
702	Chop
703	Status ATK Up
704	Warding Mist
705	Sleep Circle
706	Hood Circle
707	Dismiss Revive
708	Dismiss Blow
709	Charm Eye
710	Atrophic Eye
711	Tame Ground
712	Circle Mastery
713	TP Return
714	Chaos Circle
715	Poison Circle
716	Dismiss Blast
717	Dismiss Quake
718	Circle Paradise
719	Releasal Spell
720	Force 3
	farmer skills
721	Earth's Bounty
722	Excavation
723	Flee
724	Sympathy Pain
725	Play Possum
726	Strange Seeds
727	Slap Awake
728	Keen Eye
729	Harvestry
730	Persistence
731	Fearless
732	Waste Not
733	Godsend
734	Share the Wealth
735	Rotten Egg
736	Survival Wisdom
737	Rain or Shine
738	Safe Stroll
739	Blessed Remains
740	Fruitful Song
741	Nature's Blessing
742	Harvest Festival
743	Lullaby
744	Double Crop
745	Item Echo
746	Final Secret
747	Force 3
748	Artery
749	War Response
750	War Revive
751	Headcut
752	Armcut
753	Legcut
	more triggered skills ?
754	War Heal All
755	Curse Circle
756	Nerve Circle
757	Chain Circle
758	Snare Circle
759	Circle Boon
760	Sleep Circle
761	Hood Circle
762	Chaos Circle
763	Poison Circle
764	Proficiency
765	Undying Soul
766	Ghastly March
767	Sunlight Damage
768	Night Heal
769	Ghastly March
